"dist_km","country_2","mean_diff"
2,"DE",5.93331249137618e-18
2,"DK",-1.04083408558608e-17
2,"EE",-4.62705864653449e-18
2,"EL",-6.16865861053732e-18
2,"ES",1.21768992369636e-17
2,"FI",-1.98157307774806e-18
2,"FR",1.12002490519861e-17
2,"HR",-6.93889390390723e-18
2,"HU",0
2,"IE",5.55247037584139e-18
2,"IS",0
2,"IT",3.62871939721411e-18
2,"LT",2.31268229031999e-18
2,"LU",0
2,"LV",-3.46944695195361e-18
2,"ME",0
2,"MK",-1.04083408558608e-17
2,"MT",0
2,"NL",-7.92822838630025e-18
2,"NO",4.62592926927149e-18
2,"PL",4.30538084679562e-18
2,"PT",-8.0958350307382e-18
2,"RO",-5.15601055464368e-18
2,"RS",1.48787387420555e-18
2,"SE",-8.09678794280386e-18
2,"SI",-1.38777878078145e-17
2,"SK",-6.93889390390723e-18
2,"TR",1.22316907265293e-17
2,"UK",1.09266168877149e-17
2,"XK",4.62564692495573e-18
2.1,"AL",0
2.1,"AT",0
2.1,"BA",0
2.1,"BE",6.30808536718839e-18
2.1,"BG",4.07990857958654e-18
2.1,"CH",-5.55026809017853e-18
2.1,"CY",0
2.1,"CZ",5.54885636859977e-18
2.1,"DE",-6.80012718725282e-18
2.1,"DK",-1.04083408558608e-17
2.1,"EE",0
2.1,"EL",1.07930820434581e-17
2.1,"ES",5.67709328908372e-19
2.1,"FI",-3.96605026845814e-18
2.1,"FR",1.30374595281681e-17
2.1,"HR",-3.96580825904463e-18
2.1,"HU",-3.28827106260406e-18
2.1,"IE",-2.77555756156289e-18
2.1,"IS",0
2.1,"IT",-1.19042161663003e-17
